Designator,Footprint,Quantity,Value,LCSC Part #
"CN1, CN15, CN16, CN17, CN18, CN19, CN2, CN20, CN21, CN22, CN4",SMD-1_BD2.0-H10.0,11,YTC1P-6030-01,C5221285
